City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,saint-louis,16.3333,-15.0,31.27,18,23,4.06,SN,1680489797
368,batagay,67.6333,134.6333,-7.64,77,100,4.87,RU,1680489797
369,shimoda,34.6667,138.95,15.2,62,36,9.01,JP,1680489797
370,itiuba,-10.6917,-39.8536,21.69,73,83,1.84,BR,1680489798
371,strezhevoy,60.7333,77.5889,1.39,98,99,4.51,RU,1680489496
372,bilibino,68.0546,166.4372,-20.25,83,94,1.37,RU,1680489776
373,ruzsa,46.2881,19.7471,6.55,87,100,7.52,HU,1680489799
374,ermelo,-26.5333,29.9833,10.38,87,28,2.06,ZA,1680489799
375,dunedin,-45.8742,170.5036,16.56,57,23,0.89,NZ,1680489800
376,maningrida,-12.0667,134.2667,31.57,53,96,2.62,AU,1680489801
377,lebu,-37.6167,-73.65,11.68,81,3,6.56,CL,1680489755
378,paita,-5.0892,-81.1144,26.37,83,100,5.56,PE,1680489802
379,fortuna,40.5982,-124.1573,7.59,80,92,2.24,US,1680489802
380,yagodnoye,62.55,149.6667,-12.87,69,6,0.55,RU,1680489803
381,benjamin hill,30.1667,-111.1,20.29,9,0,3.54,MX,1680489803
382,visby,57.6409,18.296,-0.88,86,75,4.12,SE,1680489804
383,ixtapa,20.7,-105.2,24.01,88,75,1.54,MX,1680489804
384,tual,-5.6667,132.75,28.0,72,69,3.66,ID,1680489805
385,malindi,-3.2175,40.1191,27.14,80,97,3.68,KE,1680489805
386,cienfuegos,22.1461,-80.4356,26.08,69,1,3.09,CU,1680489806
387,bubaque,11.2833,-15.8333,25.39,79,5,3.57,GW,1680489806
388,lashio,22.9333,97.75,25.68,45,2,1.3,MM,1680489807
389,mehamn,71.0357,27.8492,-3.05,74,99,4.63,NO,1680489808
390,najran,17.4924,44.1277,16.36,51,100,2.98,SA,1680489808
391,carutapera,-1.195,-46.02,24.11,91,99,2.54,BR,1680489809
392,seoul,37.5683,126.9778,21.66,18,0,6.69,KR,1680489558
393,longhua,23.6137,114.1919,22.13,85,100,1.23,CN,1680489810
394,nova olinda do norte,-3.8881,-59.0942,21.71,99,100,1.02,BR,1680489810
395,los llanos de aridane,28.6585,-17.9182,17.29,88,100,5.66,ES,1680489792
396,conway,35.0887,-92.4421,17.86,76,100,7.2,US,1680489780
397,rawicz,51.6095,16.8585,0.08,91,41,1.34,PL,1680489811
398,belmonte,-15.8631,-38.8828,25.64,77,9,2.42,BR,1680489811
399,kommunisticheskiy,61.6789,64.4819,1.0,95,100,1.0,RU,1680489812
400,bandarbeyla,9.4942,50.8122,27.01,75,28,2.11,SO,1680489812
401,blackwater,-23.5833,148.8833,28.11,42,29,4.43,AU,1680489812
402,clyde river,70.4692,-68.5914,-27.87,76,0,1.54,CA,1680489796
403,dehui,44.5333,125.7,18.48,22,100,8.13,CN,1680489813
404,cugir,45.8333,23.3667,6.52,92,72,0.97,RO,1680489814
405,sorland,67.667,12.6934,2.92,80,100,14.15,NO,1680489814
406,smithers,54.7804,-127.1743,4.18,41,20,3.09,CA,1680489784
407,bloemfontein,-29.1211,26.214,13.39,85,100,3.44,ZA,1680489343
408,miri,4.4148,114.0089,28.08,74,40,5.66,MY,1680489815
409,westport,41.1415,-73.3579,6.01,37,0,3.6,US,1680489776
410,mokolo,10.7398,13.8019,24.74,14,37,3.04,CM,1680489816
411,conceicao do araguaia,-8.2578,-49.2647,21.93,93,61,1.47,BR,1680489816
412,grindavik,63.8424,-22.4338,4.97,87,100,7.72,IS,1680489778
413,mehran,33.1222,46.1646,12.88,47,21,3.9,IR,1680489817
414,kichera,55.9375,110.0997,-9.98,71,99,2.74,RU,1680489817
415,lumby,50.2498,-118.969,6.33,39,96,2.06,CA,1680489818
416,progreso,21.2833,-89.6667,30.06,79,7,6.05,MX,1680489818
417,ahtopol,42.1,27.95,10.33,85,91,1.21,BG,1680489819
418,kortkeros,61.8106,51.5806,0.1,98,100,3.73,RU,1680489819
419,roald,62.5833,6.1333,5.97,70,75,3.09,NO,1680489820
420,xinyu,27.8043,114.9334,26.38,71,53,7.23,CN,1680489820
421,bourail,-21.5667,165.4833,28.92,68,71,2.47,NC,1680489820
422,coihaique,-45.5752,-72.0662,7.97,81,75,2.06,CL,1680489820
423,uvat,59.1433,68.8953,2.38,92,100,1.71,RU,1680489821
424,canete,-37.8,-73.4,9.45,89,2,1.97,CL,1680489821
425,eslov,55.8393,13.3039,-0.43,72,56,2.4,SE,1680489822
426,tongliao,43.6125,122.2653,9.43,33,96,7.78,CN,1680489822
427,petropavlovsk-kamchatskiy,53.0452,158.6483,9.33,40,0,0.0,RU,1680489817
428,kuandian,40.7286,124.7847,18.6,25,94,2.61,CN,1680489822
429,nouadhibou,20.931,-17.0347,21.99,60,4,2.06,MR,1680489823
430,yuli,9.6989,10.2744,24.74,13,39,2.4,NG,1680489823
431,boddam,57.4667,-1.7833,2.21,77,74,8.32,GB,1680489823
432,college,64.8569,-147.8028,-1.03,69,75,5.66,US,1680489756
433,kieta,-6.2167,155.6333,29.15,72,91,2.45,PG,1680489824
434,cherskiy,68.75,161.3,-22.14,83,7,2.42,RU,1680489781
435,prince rupert,54.3161,-130.3201,6.05,61,0,5.14,CA,1680489630
436,salalah,17.0151,54.0924,30.05,35,0,4.12,OM,1680489768
437,pontianak,-0.0333,109.3333,27.99,78,40,2.06,ID,1680489825
438,honolulu,21.3069,-157.8583,25.9,86,75,3.6,US,1680489304
439,khorixas,-20.3667,14.9667,19.63,40,5,2.13,NA,1680489825
440,bhatkal,13.9667,74.5667,26.1,68,26,1.53,IN,1680489825
441,dudinka,69.4058,86.1778,-13.16,93,99,4.62,RU,1680489826
442,miles city,46.4083,-105.8406,3.54,52,0,4.12,US,1680489687
443,waw,7.7029,27.9953,24.34,18,11,0.74,SS,1680489826
444,ibaiti,-23.8486,-50.1878,15.08,91,1,2.75,BR,1680489826
445,teknaf,20.8624,92.3058,26.49,71,15,0.58,BD,1680489826
446,shakawe,-18.3667,21.85,19.36,72,65,2.04,BW,1680489827
447,hede,33.7681,120.2517,14.39,71,100,9.44,CN,1680489827
448,prokhorovka,51.0374,36.7325,5.76,85,100,2.95,RU,1680489827
449,coos bay,43.3665,-124.2179,6.19,90,75,4.63,US,1680489007
450,margate,51.3813,1.3862,7.05,81,60,1.34,GB,1680489827
451,tura,25.5198,90.2201,24.01,61,0,2.92,IN,1680489422
452,erzin,36.9559,36.2,11.56,80,91,1.26,TR,1680489828
453,kupang,-10.1667,123.5833,31.32,66,20,2.06,ID,1680489828
454,niort,46.3333,-0.3333,5.65,90,86,3.38,FR,1680489828
455,tiznit,29.5833,-9.5,16.06,70,0,0.84,MA,1680489829
456,oktyabrskoye,43.0645,44.7417,2.08,93,69,3.0,RU,1680489829
457,svetlogorsk,52.6333,29.7333,1.43,96,100,6.25,BY,1680489829
458,lorengau,-2.0226,147.2712,28.98,73,87,4.25,PG,1680489829
459,krasnyye barrikady,46.2045,47.8535,6.98,93,0,2.0,RU,1680489829
460,rudbar,30.15,62.6,18.08,40,0,4.42,AF,1680489830
461,sao paulo de olivenca,-3.3783,-68.8725,22.15,99,52,0.54,BR,1680489830
462,kapuskasing,49.4169,-82.4331,1.0,60,100,1.03,CA,1680489830
463,rawson,-43.3002,-65.1023,14.18,70,1,6.2,AR,1680489651
464,dolores,-36.3132,-57.6792,16.12,52,100,3.35,AR,1680489830
465,trapani,37.8333,12.6667,9.6,87,40,1.54,IT,1680489831
466,mareeba,-17.0,145.4333,31.36,69,39,2.58,AU,1680489815
467,kudahuvadhoo,2.6708,72.8944,27.69,70,6,1.59,MV,1680489831
468,ibra,22.6906,58.5334,23.52,32,22,0.44,OM,1680489831
469,xining,36.6167,101.7667,1.09,63,99,1.17,CN,1680489831
470,chara,56.9064,118.2631,-11.79,77,100,0.62,RU,1680489832
471,olinda,-8.0089,-34.8553,27.85,69,40,1.54,BR,1680489832
472,lengshuijiang,27.6881,111.4294,26.78,69,42,4.12,CN,1680489832
473,ardabil,38.2498,48.2933,-2.25,86,0,2.06,IR,1680489832
474,moerai,-22.4333,-151.3333,22.94,80,100,4.32,PF,1680489833
475,pangai,-19.8,-174.35,29.06,74,20,6.17,TO,1680489833
476,huntington,38.4193,-82.4452,8.51,83,0,1.97,US,1680489463
477,melton,-37.6833,144.5833,23.82,60,4,1.92,AU,1680489588
478,maromitsa,59.8683,48.0123,2.04,98,100,1.7,RU,1680489834
479,talnakh,69.4865,88.3972,-11.62,93,100,4.29,RU,1680489834
480,la ronge,55.1001,-105.2842,-6.86,38,40,3.6,CA,1680489835
481,bitung,1.4451,125.1824,29.47,64,100,0.58,ID,1680489835
482,cabedelo,-6.9811,-34.8339,26.37,76,89,2.86,BR,1680489835
483,chengdu,30.6667,104.0667,19.94,45,75,6.0,CN,1680489835
484,warmbad,-28.45,18.7333,14.81,60,0,2.97,NA,1680489835
485,naze,28.3667,129.4833,21.51,66,4,8.85,JP,1680489836
486,tefe,-3.3542,-64.7114,22.27,99,100,0.86,BR,1680489836
487,samut sakhon,13.5833,100.3,30.99,47,6,1.33,TH,1680489836
488,kankon,15.0167,74.0167,25.43,63,15,3.7,IN,1680489836
489,gigmoto,13.7796,124.39,28.72,70,97,3.92,PH,1680489837
490,empangeni,-28.762,31.8933,20.84,85,31,5.12,ZA,1680489811
491,akdepe,42.0551,59.3788,6.05,49,92,4.05,TM,1680489837
492,merritt island,28.5392,-80.672,24.44,85,0,1.54,US,1680489837
493,robe,-37.1833,139.75,15.86,62,77,3.54,AU,1680489815
494,sarangani,5.4033,125.4636,27.99,74,98,4.46,PH,1680489838
495,brandfort,-28.7001,26.4597,14.02,82,100,3.14,ZA,1680489838
496,itarema,-2.9248,-39.9167,23.61,90,100,1.73,BR,1680489821
497,tautira,-17.7333,-149.15,27.66,73,100,2.88,PF,1680489838
498,svetlaya,46.5389,138.3297,6.96,67,3,2.94,RU,1680489839
499,souris,49.6172,-100.2612,-2.92,94,100,6.55,CA,1680489839
500,evanston,42.0411,-87.6901,11.7,62,20,6.69,US,1680489814
501,mvuma,-19.2792,30.5283,13.78,96,34,2.02,ZW,1680489840
502,tazovskiy,67.4667,78.7,-10.39,95,95,4.34,RU,1680489840
503,kimberley,-28.7323,24.7623,14.83,88,26,3.09,ZA,1680489840
504,canmore,51.0834,-115.3521,-2.29,93,100,1.03,CA,1680489786
505,biak,-0.9131,122.8766,28.68,65,93,0.7,ID,1680489763
506,marsh harbour,26.5412,-77.0636,24.32,78,7,1.94,BS,1680489841
507,novosergiyevka,52.0934,53.6528,3.88,65,49,5.01,RU,1680489841
508,kommunar,59.6206,30.39,-2.26,95,100,5.59,RU,1680489841
509,touros,-5.1989,-35.4608,25.36,81,90,2.6,BR,1680489841
510,pacific grove,36.6177,-121.9166,11.97,77,75,6.26,US,1680489768
511,jumla,29.2747,82.1838,11.05,52,3,0.78,NP,1680489787
512,kuna,43.4918,-116.4201,5.57,74,100,3.09,US,1680489843
513,mormugao,15.4,73.8,24.79,65,13,4.38,IN,1680489843
514,ekhabi,53.5102,142.9671,1.36,71,99,2.91,RU,1680489844
515,camacha,33.0833,-16.3333,15.68,82,75,4.12,PT,1680489844
516,ranong,9.9658,98.6348,29.96,57,100,2.83,TH,1680489844
517,murgab,37.4966,61.9714,11.93,71,100,2.06,TM,1680489845
518,xiongyue,40.1774,122.1228,15.0,37,100,0.81,CN,1680489845
519,mandera,3.9366,41.867,26.1,71,100,5.59,KE,1680489845
520,arman,59.7,150.1667,0.01,67,5,2.32,RU,1680489846
521,severo-kurilsk,50.6789,156.125,1.01,85,79,6.35,RU,1680489846
522,itamaraca,-7.7478,-34.8256,28.03,80,100,2.93,BR,1680489846
523,sjovegan,68.8726,17.8474,-1.87,68,100,3.01,NO,1680489847
524,antibes,43.5624,7.1278,12.71,55,0,2.57,FR,1680489847
525,alyangula,-13.8483,136.4192,31.93,54,72,4.37,AU,1680489790
526,trimbak,19.9333,73.55,20.33,65,7,1.36,IN,1680489848
527,vadso,70.0744,29.7487,-2.91,74,0,8.75,NO,1680489849
528,bayeux,-7.125,-34.9322,26.35,89,40,1.54,BR,1680489428
529,preston,53.7667,-2.7167,4.26,85,26,2.85,GB,1680489849
530,kahului,20.8947,-156.47,24.91,78,100,7.2,US,1680489782
531,sao gabriel da cachoeira,-0.1303,-67.0892,22.6,98,93,0.06,BR,1680489850
532,santa isabel do rio negro,-0.4139,-65.0192,22.58,97,100,0.25,BR,1680489850
533,springbok,-29.6643,17.8865,10.44,87,68,2.02,ZA,1680489851
534,elko,41.0002,-115.5012,5.01,91,100,2.68,US,1680489851
535,susehri,40.1644,38.0867,7.33,94,100,1.31,TR,1680489852
536,saint-marc-des-carrieres,46.6834,-72.0491,-6.96,73,80,0.51,CA,1680489852
537,warrnambool,-38.3833,142.4833,22.96,58,5,2.66,AU,1680489853
538,tianpeng,30.9866,103.9393,19.26,94,100,3.04,CN,1680489853
539,havre-saint-pierre,50.2334,-63.5986,-5.0,68,0,9.26,CA,1680489854
540,xuddur,4.1213,43.8894,23.69,76,100,1.95,SO,1680489854
541,concepcion,-36.827,-73.0498,12.89,76,0,4.12,CL,1680489738
542,plettenberg bay,-34.0527,23.3716,19.06,90,84,4.71,ZA,1680489855
543,chatellerault,46.8,0.5333,6.4,15,100,3.56,FR,1680489855
544,storforshei,66.4043,14.5233,-12.12,85,0,1.03,NO,1680489856
545,redcliffe,-27.2307,153.0973,28.41,57,75,6.69,AU,1680489856
546,puerto escondido,15.85,-97.0667,28.46,69,40,2.57,MX,1680489857
547,gogrial,8.5332,28.1004,25.51,17,9,2.6,SS,1680489857
548,itanhaem,-24.1831,-46.7889,21.8,79,85,2.16,BR,1680489858
549,ouadda,8.0777,22.4007,20.97,26,9,1.47,CF,1680489859
550,san juan,-31.5375,-68.5364,21.16,56,3,4.76,AR,1680489603
551,izhma,65.0083,53.9113,-11.71,96,100,1.94,RU,1680489859
552,boone,39.0334,-92.3335,19.47,90,8,3.49,US,1680489860
553,bowen,-20.0167,148.2333,27.07,78,24,5.73,AU,1680489860
554,nisia floresta,-6.0911,-35.2086,25.45,85,74,1.69,BR,1680489860
555,novobirilyussy,56.9514,90.6661,-3.26,77,100,5.59,RU,1680489861
556,longkou,37.6508,120.3286,15.6,43,100,4.22,CN,1680489861
557,farsund,58.0948,6.8047,1.64,69,41,0.51,NO,1680489861
558,sao miguel do araguaia,-13.275,-50.1628,21.93,95,100,1.85,BR,1680489861
559,iwanai,42.9744,140.5089,11.95,42,0,2.12,JP,1680489862
560,dabat,12.9842,37.765,12.98,31,60,2.06,ET,1680489863
561,almeirim,-1.5233,-52.5817,22.6,97,96,1.11,BR,1680489783
562,makokou,0.5738,12.8642,21.12,93,98,1.19,GA,1680489863
563,balikpapan,-1.2675,116.8289,26.55,89,75,5.66,ID,1680489864
564,belaya gora,68.5333,146.4167,-13.91,79,57,4.22,RU,1680489864
565,rio tercero,-32.173,-64.1141,19.33,66,100,2.4,AR,1680489865
566,santa cruz,-17.8,-63.1667,24.7,88,3,1.03,BO,1680489365
567,doha,25.2867,51.5333,18.99,52,0,8.23,QA,1680489865
568,mogadishu,2.0371,45.3438,27.48,78,68,1.8,SO,1680489836
569,darlowo,54.421,16.4107,1.1,66,30,7.05,PL,1680489715
570,boo,59.3333,18.2833,-2.91,89,8,2.06,SE,1680489866
571,usevya,-7.1,31.2333,17.7,94,100,1.1,TZ,1680489866
572,komsomolskiy,40.4272,71.7189,14.4,72,92,2.06,UZ,1680489866
573,mount vernon,40.9126,-73.8371,7.8,38,20,4.12,US,1680489476
574,jaumave,23.4167,-99.3833,23.01,76,69,1.41,MX,1680489867
575,hay river,60.8156,-115.7999,-12.01,79,100,2.57,CA,1680489738
576,oranjemund,-28.55,16.4333,17.22,75,95,4.65,NA,1680489868
577,ngong,-1.3618,36.6566,15.43,85,62,2.01,KE,1680489868
578,bonita springs,26.3398,-81.7787,25.01,62,44,3.27,US,1680489689
